school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,17,U,GT3,A,1,4,at_home,health,home,father,3,0,no,no,no,yes,no,yes,no,no,2,5,1,5,2,2,19,11,14,10
MS,F,21,U,GT3,A,3,1,other,other,other,other,2,1,yes,no,no,yes,no,yes,no,no,2,4,2,4,1,4,6,10,4,4
MS,M,20,R,LE3,T,4,3,teacher,other,other,father,4,0,no,no,yes,no,no,yes,no,yes,4,3,4,2,5,1,15,8,1,4
GP,F,18,R,GT3,A,3,1,at_home,services,reputation,other,3,1,yes,yes,yes,yes,yes,no,yes,yes,4,5,2,3,3,2,6,3,15,8
GP,M,19,R,LE3,T,2,0,services,at_home,other,other,1,1,no,no,no,yes,no,no,no,no,3,4,4,4,2,3,26,6,4,1
MS,M,19,U,LE3,A,4,0,at_home,services,home,father,4,2,yes,yes,no,no,yes,no,yes,no,2,1,2,3,2,2,24,16,5,8
GP,M,21,U,LE3,A,0,4,health,health,home,other,4,0,no,yes,no,yes,no,yes,no,yes,4,3,4,2,1,5,21,10,11,6
GP,M,19,U,GT3,T,3,2,other,other,reputation,father,2,2,yes,no,yes,yes,no,no,no,no,2,3,1,5,1,2,15,1,4,0
MS,M,21,R,LE3,A,2,3,other,services,home,mother,4,2,no,no,no,no,no,no,no,no,1,2,3,2,3,3,12,17,19,14
GP,M,17,U,GT3,A,4,3,other,at_home,course,mother,1,0,no,no,no,no,yes,no,no,yes,4,1,3,3,2,5,16,11,7,4
MS,F,18,U,GT3,T,3,2,other,health,home,father,2,1,no,yes,yes,yes,no,yes,yes,yes,3,3,5,3,1,4,8,8,10,7
GP,F,16,R,LE3,A,1,0,other,teacher,reputation,father,4,2,no,yes,no,yes,no,no,yes,yes,4,4,4,2,2,2,11,10,13,11
MS,M,20,U,LE3,T,3,0,other,services,course,father,2,0,yes,yes,no,no,yes,no,yes,no,2,5,5,1,3,4,12,4,16,11
MS,M,16,U,GT3,T,0,1,teacher,health,course,father,4,1,yes,no,no,yes,no,yes,yes,no,5,1,5,2,2,2,25,6,9,7
MS,F,17,R,LE3,T,3,4,services,teacher,other,mother,3,2,yes,yes,no,yes,yes,no,yes,no,5,1,4,5,5,1,8,0,1,0
MS,M,20,U,GT3,T,4,4,other,services,home,other,3,2,no,no,yes,yes,no,yes,yes,yes,2,3,3,2,2,1,4,4,2,0
GP,M,19,R,LE3,T,4,4,services,health,reputation,other,1,2,no,no,no,no,yes,no,yes,no,1,3,4,4,4,3,6,5,12,7
MS,F,15,R,GT3,A,3,1,other,health,other,mother,3,1,no,no,no,yes,yes,yes,no,yes,4,3,1,1,4,1,0,12,16,11
MS,M,17,R,GT3,T,4,4,at_home,services,other,other,3,2,no,yes,no,yes,yes,yes,yes,yes,5,4,5,4,3,5,3,10,2,2
MS,M,17,R,GT3,T,1,2,other,health,home,mother,3,1,no,yes,no,no,no,yes,no,no,1,2,5,2,3,5,27,7,9,5
GP,M,18,R,GT3,A,3,1,health,other,home,other,4,3,yes,yes,no,no,yes,no,yes,yes,2,3,4,1,3,2,25,19,7,10
MS,F,16,U,LE3,A,1,2,teacher,services,reputation,father,4,2,yes,no,no,no,yes,no,no,no,1,2,5,4,5,4,3,1,3,2
GP,F,17,U,LE3,A,1,1,at_home,health,other,father,2,3,yes,yes,yes,yes,no,yes,yes,yes,2,2,3,4,5,5,15,14,12,9
MS,F,17,R,GT3,T,2,4,at_home,teacher,reputation,father,4,0,no,yes,yes,yes,yes,yes,no,yes,4,1,5,1,2,2,4,9,6,7
GP,M,19,R,GT3,T,3,2,health,teacher,other,mother,3,2,no,no,yes,no,no,yes,yes,yes,1,5,4,1,1,4,21,7,6,2
GP,M,19,U,LE3,T,4,2,other,other,other,mother,4,0,no,no,no,yes,no,yes,yes,no,4,5,3,3,4,1,3,1,15,9
MS,F,20,R,LE3,A,1,2,teacher,services,other,other,1,0,no,yes,no,yes,yes,yes,yes,yes,1,4,3,1,4,2,5,20,4,9
GP,M,21,R,LE3,T,2,1,at_home,health,home,other,2,0,no,no,no,yes,yes,yes,yes,no,2,4,5,2,4,4,25,14,16,13
MS,M,21,R,LE3,A,3,3,teacher,health,other,other,2,3,no,yes,yes,yes,no,yes,no,yes,2,5,4,5,2,3,22,5,9,6
MS,M,15,U,LE3,T,3,4,at_home,teacher,other,mother,4,1,no,no,no,no,yes,yes,yes,yes,1,5,5,3,2,3,2,4,3,1
MS,M,21,U,LE3,A,0,2,other,other,other,other,3,3,yes,no,yes,no,yes,yes,yes,yes,2,1,1,1,3,5,24,2,13,8
GP,M,18,R,GT3,T,0,3,at_home,teacher,course,father,2,3,yes,yes,no,yes,yes,yes,no,no,3,1,1,5,1,4,7,10,4,4
GP,F,15,R,LE3,T,1,4,at_home,teacher,home,other,1,0,no,no,no,no,yes,yes,yes,no,3,5,3,3,3,3,16,10,1,3
MS,M,20,U,LE3,T,0,4,services,other,course,father,1,2,no,no,yes,yes,no,yes,no,no,4,3,5,2,2,5,28,15,13,9
MS,F,19,U,GT3,A,1,2,other,services,home,mother,2,1,no,no,yes,yes,no,no,no,no,3,3,1,5,5,2,17,2,17,8
GP,M,21,R,LE3,A,4,2,health,health,reputation,father,3,0,yes,yes,yes,no,yes,yes,yes,no,3,1,2,1,3,2,17,8,10,7
MS,F,16,R,LE3,T,1,1,health,services,course,father,3,1,yes,no,yes,no,no,no,yes,yes,5,2,1,1,2,4,25,2,15,8
MS,M,19,U,LE3,T,0,3,other,at_home,reputation,father,4,3,no,no,yes,yes,yes,no,no,yes,5,5,5,2,2,4,24,18,17,15
MS,F,18,U,LE3,T,4,3,health,at_home,other,mother,4,1,yes,yes,yes,yes,yes,no,yes,no,5,4,5,3,5,4,11,10,15,13
GP,M,19,U,LE3,A,0,2,other,at_home,reputation,mother,2,1,yes,yes,no,yes,yes,yes,no,no,5,3,1,5,5,4,24,13,20,14
GP,F,18,R,GT3,T,1,4,health,other,reputation,mother,4,2,yes,no,yes,yes,yes,no,yes,no,2,2,5,2,5,3,24,1,3,0
GP,M,18,U,LE3,T,2,2,services,teacher,reputation,mother,4,0,no,no,no,no,no,yes,yes,no,4,3,5,3,1,3,0,6,0,3
MS,F,18,R,GT3,T,3,4,health,services,reputation,other,4,1,yes,no,no,no,yes,no,no,yes,4,2,2,4,2,5,22,9,13,9
MS,M,20,U,GT3,T,0,4,at_home,health,home,mother,1,1,yes,yes,no,yes,no,yes,yes,no,3,5,3,4,5,3,30,9,11,7
MS,F,18,U,LE3,A,1,2,other,at_home,course,father,4,3,no,no,no,yes,yes,yes,yes,no,4,5,5,3,1,2,11,19,9,9
GP,F,18,U,GT3,A,4,0,teacher,services,home,mother,2,3,no,yes,no,no,no,no,yes,no,3,5,4,1,4,5,10,0,18,7
MS,M,16,U,LE3,T,0,3,teacher,at_home,home,other,3,1,yes,yes,yes,yes,no,no,no,no,4,1,3,1,4,3,12,5,3,1
MS,M,15,R,GT3,T,0,4,other,at_home,home,other,4,0,no,no,yes,no,no,yes,yes,yes,1,2,3,4,4,4,2,20,19,13
MS,F,17,R,GT3,A,3,4,services,health,reputation,other,3,1,yes,no,yes,yes,no,no,no,yes,1,4,4,1,2,3,26,13,20,15
MS,M,15,U,LE3,A,1,0,health,other,home,father,4,1,yes,yes,no,no,yes,yes,yes,no,4,4,1,1,1,1,24,1,2,2
GP,F,18,R,LE3,T,2,1,services,teacher,course,mother,2,2,no,no,yes,yes,no,yes,no,yes,2,5,2,3,1,5,7,5,3,3
GP,F,16,U,LE3,A,4,0,teacher,other,home,mother,1,0,no,no,no,yes,yes,yes,yes,yes,3,4,5,3,4,3,2,0,14,5
MS,F,19,U,LE3,A,1,0,other,services,other,mother,2,2,yes,yes,no,yes,no,no,yes,no,4,3,1,1,3,3,16,2,10,7
GP,M,16,U,LE3,T,4,4,other,other,reputation,father,1,0,no,no,no,no,no,yes,no,no,3,2,4,3,4,2,24,3,15,5
GP,F,18,U,GT3,A,0,3,services,services,other,father,4,0,no,yes,no,no,no,yes,yes,yes,5,2,2,5,2,4,12,12,3,4
MS,F,16,R,GT3,A,3,0,services,services,course,other,4,0,yes,no,yes,yes,yes,yes,no,yes,4,2,2,4,4,4,9,2,5,5
MS,M,21,U,GT3,T,3,1,health,teacher,course,other,1,2,yes,yes,yes,yes,no,yes,yes,yes,2,3,2,5,4,2,16,14,7,3
GP,M,16,U,GT3,T,2,2,at_home,health,course,mother,2,2,yes,yes,yes,yes,yes,no,no,yes,5,1,4,5,1,2,30,12,12,9
MS,M,18,R,GT3,A,3,0,at_home,teacher,course,father,2,2,yes,no,yes,yes,yes,no,yes,yes,4,3,1,1,4,1,2,10,19,11
GP,M,20,U,GT3,T,0,0,health,other,home,father,1,3,yes,yes,yes,no,yes,no,no,no,1,2,5,1,5,5,12,3,3,2
MS,F,21,U,GT3,A,2,1,at_home,services,reputation,mother,4,2,yes,yes,no,no,no,no,yes,yes,4,2,2,5,5,4,21,16,4,6
GP,F,16,U,LE3,T,1,3,teacher,at_home,course,mother,1,3,no,no,yes,no,no,yes,no,yes,1,2,2,5,3,2,5,4,9,6
MS,F,17,R,LE3,A,3,0,at_home,at_home,other,other,4,3,no,no,no,yes,no,yes,no,yes,1,4,1,2,2,2,13,20,4,10
GP,F,17,U,GT3,T,2,0,health,services,course,other,1,3,yes,no,no,yes,no,yes,yes,yes,4,1,2,2,2,5,26,7,11,12
GP,M,16,R,GT3,A,0,3,at_home,teacher,reputation,other,4,1,no,yes,no,no,no,yes,no,yes,4,3,2,4,1,2,9,20,0,5
GP,F,20,U,LE3,A,4,1,other,health,other,mother,1,1,no,yes,yes,yes,no,yes,no,yes,1,2,4,5,2,1,19,9,9,8
MS,F,19,U,LE3,A,4,0,services,teacher,other,mother,3,1,yes,yes,no,no,no,yes,yes,yes,3,5,3,3,3,5,15,6,4,4
GP,M,18,R,LE3,T,0,3,teacher,services,other,other,4,3,no,no,no,no,yes,no,yes,yes,5,1,1,2,5,1,17,16,18,14
GP,F,17,U,LE3,T,0,0,other,services,home,other,2,3,no,yes,yes,no,no,yes,yes,no,2,5,1,1,1,3,12,6,18,13
MS,F,19,U,GT3,A,4,2,other,health,course,father,1,0,yes,yes,no,no,yes,yes,yes,no,4,1,1,5,5,4,9,18,19,13
MS,F,16,R,LE3,A,2,4,health,other,home,father,2,3,no,no,no,yes,yes,yes,yes,yes,5,2,4,3,3,2,5,8,11,7
GP,F,19,R,GT3,T,4,2,services,other,other,other,1,1,no,yes,no,no,no,no,yes,no,5,1,4,3,1,5,9,1,15,7
GP,F,21,R,GT3,T,0,0,services,health,home,other,2,3,yes,no,yes,yes,no,yes,no,no,3,1,5,3,4,1,4,19,4,5
MS,F,15,R,GT3,T,3,1,teacher,other,home,father,2,3,no,no,no,no,yes,yes,no,no,5,2,4,1,2,4,28,18,16,13
MS,M,17,R,LE3,T,1,4,health,at_home,home,other,1,0,no,no,no,no,yes,yes,no,no,4,5,1,2,3,4,5,5,13,9
MS,M,16,U,LE3,T,3,2,teacher,other,course,father,1,3,no,yes,yes,no,no,no,yes,no,5,5,5,3,1,2,6,9,11,9
MS,F,18,R,GT3,T,3,3,at_home,other,other,father,2,2,yes,yes,yes,no,yes,yes,yes,no,4,4,3,2,5,4,10,12,12,9
MS,F,20,U,GT3,A,0,1,other,other,other,father,2,0,yes,yes,no,yes,yes,yes,no,yes,4,5,2,4,1,2,15,1,20,12
GP,M,21,U,GT3,T,4,2,teacher,at_home,course,mother,2,3,no,no,yes,yes,yes,no,no,yes,1,5,2,1,4,3,24,9,13,5
MS,F,16,U,LE3,A,2,3,other,other,home,mother,4,3,no,no,yes,yes,yes,yes,yes,no,3,1,5,2,3,2,11,9,4,9
GP,F,18,R,GT3,T,3,0,health,at_home,home,other,4,0,yes,no,yes,yes,no,no,no,yes,2,4,3,2,1,1,11,4,4,4
GP,F,20,R,LE3,T,4,3,at_home,health,reputation,father,3,3,yes,yes,yes,no,no,yes,yes,no,1,2,2,3,3,4,29,3,17,8
GP,M,20,U,GT3,A,2,2,health,teacher,reputation,mother,4,1,no,yes,yes,yes,yes,no,yes,yes,2,2,5,3,3,4,22,1,13,7
MS,F,16,R,GT3,A,3,2,at_home,health,reputation,other,4,2,yes,yes,yes,yes,yes,yes,no,yes,4,3,4,1,5,4,19,6,17,9
GP,M,21,R,GT3,T,2,0,at_home,teacher,course,other,1,2,no,yes,yes,no,yes,yes,yes,yes,1,4,1,2,2,2,25,17,19,10
GP,F,19,R,LE3,A,4,3,other,health,other,other,3,1,no,yes,no,yes,no,no,yes,no,5,1,3,5,4,5,4,16,0,4
MS,M,19,R,LE3,A,1,3,health,teacher,reputation,other,3,3,yes,no,yes,yes,no,yes,yes,yes,5,3,2,3,1,2,15,10,6,7
GP,M,20,U,GT3,A,4,0,health,teacher,other,other,4,3,yes,yes,yes,yes,yes,yes,yes,yes,2,3,1,3,2,1,30,20,16,15
GP,F,19,U,LE3,A,0,3,teacher,services,other,father,1,2,no,no,yes,yes,yes,no,no,no,4,2,5,4,5,2,28,17,2,6
MS,M,15,R,GT3,T,2,0,health,teacher,other,other,1,3,no,no,no,no,yes,yes,yes,no,2,5,2,1,2,4,5,7,9,8
GP,F,20,U,LE3,A,1,1,teacher,teacher,course,father,3,2,yes,yes,yes,no,no,no,yes,yes,3,1,1,2,3,3,28,11,6,7
GP,M,20,R,LE3,T,2,2,services,services,course,mother,1,2,no,no,yes,yes,yes,yes,no,no,5,4,4,2,3,1,8,0,11,5
GP,F,18,R,LE3,T,2,1,services,other,course,other,2,1,yes,yes,no,no,yes,no,yes,yes,1,3,3,2,4,3,4,19,14,11
MS,F,19,U,GT3,T,3,4,services,other,course,mother,4,2,yes,yes,yes,yes,yes,yes,yes,yes,1,1,5,3,1,1,20,20,20,15
MS,M,21,U,LE3,T,0,4,health,services,reputation,father,2,3,yes,no,no,yes,yes,yes,no,no,1,2,2,1,1,1,22,11,15,10
MS,F,20,U,LE3,A,2,4,health,at_home,home,father,3,3,yes,yes,no,yes,yes,no,no,no,5,3,4,2,5,4,15,5,7,5
GP,F,21,R,GT3,A,4,0,teacher,teacher,home,mother,3,0,yes,yes,yes,no,no,yes,yes,yes,4,3,3,5,4,2,17,2,5,4
GP,M,15,U,GT3,T,4,3,at_home,teacher,home,other,1,3,no,no,no,no,no,no,yes,no,5,2,3,4,1,4,18,4,3,1
MS,F,18,R,GT3,T,3,1,teacher,services,reputation,other,1,0,yes,no,yes,no,no,no,no,yes,5,2,4,4,3,4,11,13,10,6
GP,F,16,U,GT3,T,0,1,services,services,home,mother,3,2,yes,no,yes,no,yes,no,yes,no,1,2,2,2,4,4,1,11,16,14
GP,M,21,U,LE3,T,0,1,teacher,at_home,reputation,mother,3,3,yes,no,no,no,no,yes,yes,no,5,1,3,3,2,3,25,12,1,2
MS,M,20,R,LE3,A,4,1,at_home,other,reputation,mother,2,1,yes,no,no,no,yes,yes,yes,no,1,1,5,4,4,1,9,12,5,7
MS,F,15,R,LE3,T,1,4,health,health,reputation,other,2,1,yes,no,yes,yes,no,yes,no,no,4,1,1,4,4,5,11,16,3,6
GP,F,17,R,LE3,A,3,1,teacher,other,home,other,1,1,yes,yes,yes,no,no,no,yes,no,3,5,5,4,1,2,13,14,2,4
GP,M,15,R,LE3,T,3,3,services,teacher,other,other,2,2,yes,yes,no,yes,yes,no,no,yes,1,3,3,4,5,4,17,5,6,5
GP,M,15,R,GT3,T,4,4,services,services,home,mother,1,2,no,yes,yes,yes,yes,no,no,yes,2,1,1,2,5,1,18,11,6,3
MS,F,18,R,LE3,T,4,1,health,at_home,home,other,1,0,no,no,yes,no,yes,yes,no,yes,3,5,4,1,1,2,5,1,15,11
MS,M,16,R,LE3,T,1,0,teacher,other,course,father,4,1,no,yes,yes,yes,no,no,no,no,4,3,1,1,1,5,4,3,1,6
MS,F,17,R,LE3,A,1,2,at_home,at_home,reputation,mother,1,0,no,no,no,yes,yes,yes,yes,yes,3,1,1,3,1,5,26,19,7,11
MS,F,19,U,GT3,A,0,2,health,other,other,other,2,0,yes,yes,yes,yes,no,yes,no,yes,1,2,1,5,5,4,30,20,14,11
GP,F,19,R,GT3,A,3,2,teacher,teacher,course,mother,3,3,no,no,yes,no,no,yes,yes,no,4,4,3,1,1,5,15,11,15,6
MS,F,21,R,LE3,T,3,4,other,health,other,father,3,3,yes,yes,yes,no,no,yes,no,no,2,1,2,5,2,5,13,2,0,1
MS,F,15,U,GT3,T,4,1,services,at_home,other,father,2,1,no,no,no,yes,yes,yes,no,no,1,4,3,1,2,2,12,16,9,6
MS,M,18,R,GT3,A,0,4,at_home,at_home,reputation,mother,3,2,no,no,no,no,yes,yes,yes,yes,1,1,2,1,3,2,20,5,6,3
MS,M,18,U,GT3,A,3,3,at_home,health,home,mother,1,3,yes,no,no,yes,yes,yes,no,yes,4,2,4,3,2,4,1,16,15,15
MS,M,19,U,GT3,T,0,0,at_home,at_home,reputation,father,3,2,yes,no,yes,no,no,yes,no,no,4,4,4,4,4,1,1,16,9,12
GP,M,21,R,GT3,T,0,0,services,at_home,reputation,mother,2,0,no,yes,no,yes,no,no,yes,yes,3,5,4,3,3,4,11,10,11,11
GP,F,21,U,GT3,A,4,2,teacher,other,course,father,3,0,no,yes,yes,yes,yes,yes,no,yes,2,2,4,1,2,3,0,6,16,9
MS,F,21,R,GT3,T,0,2,health,other,reputation,father,1,0,no,no,no,no,no,yes,no,no,3,4,4,4,4,5,18,1,12,8
GP,F,17,U,LE3,T,1,2,teacher,health,home,other,1,0,no,no,yes,no,no,no,no,yes,3,4,5,4,2,1,27,18,11,6
MS,F,16,U,LE3,A,1,1,health,teacher,other,mother,2,1,yes,no,no,no,no,no,yes,no,1,2,3,4,4,2,27,1,14,4
MS,M,17,U,GT3,T,2,3,at_home,at_home,reputation,mother,2,0,no,yes,yes,no,yes,no,no,yes,4,2,2,5,1,3,26,12,13,9
GP,F,20,R,LE3,A,4,3,teacher,teacher,other,other,2,3,no,no,yes,no,no,no,yes,no,1,2,4,1,4,3,15,15,18,15
GP,F,20,R,LE3,T,2,3,at_home,health,reputation,father,4,0,no,no,no,yes,no,yes,yes,yes,2,3,5,2,1,5,29,16,18,12
MS,M,16,U,GT3,A,1,3,other,health,other,mother,4,2,no,yes,yes,yes,yes,no,yes,yes,3,5,5,3,4,2,6,10,13,11
MS,M,19,U,LE3,T,2,2,at_home,other,reputation,other,1,3,no,no,no,yes,yes,no,no,no,2,1,5,5,4,1,26,8,17,8
MS,M,16,R,GT3,A,4,0,at_home,at_home,course,other,4,2,yes,no,no,no,yes,no,no,no,4,4,3,3,2,2,20,8,4,4
GP,M,18,R,GT3,A,4,2,health,services,other,mother,4,2,yes,yes,yes,no,yes,no,no,no,4,1,4,2,4,5,6,13,19,14
MS,F,20,U,GT3,A,0,3,other,health,reputation,other,3,1,yes,no,yes,yes,yes,yes,no,no,5,2,5,4,2,3,15,12,5,7
MS,F,15,U,LE3,A,3,2,at_home,at_home,reputation,father,4,1,yes,no,no,yes,yes,no,yes,yes,2,5,5,2,4,5,24,10,17,10
MS,M,15,R,LE3,T,0,3,at_home,teacher,course,other,3,2,yes,yes,no,yes,no,no,yes,no,1,5,4,3,5,4,5,11,13,9
GP,F,19,R,LE3,T,4,4,other,other,course,father,2,2,no,no,no,yes,no,no,no,no,2,3,3,2,3,3,17,2,3,0
MS,F,18,R,LE3,A,1,0,other,teacher,course,father,3,0,yes,yes,yes,no,no,no,no,no,3,2,5,1,2,5,0,0,0,0
MS,F,17,R,GT3,T,1,4,teacher,health,other,mother,3,3,yes,no,no,yes,no,yes,yes,no,4,4,2,2,2,1,0,7,12,10
GP,M,18,R,GT3,T,0,1,health,health,other,other,2,0,no,no,yes,no,yes,no,no,no,4,3,1,1,1,1,25,18,10,9
MS,F,15,U,LE3,T,4,2,other,teacher,course,father,2,1,yes,no,yes,yes,no,no,no,yes,2,2,1,2,5,1,24,12,2,3
MS,M,15,R,GT3,T,1,1,other,health,home,father,1,1,yes,no,no,no,yes,no,no,no,2,3,1,1,1,4,13,6,16,11
GP,F,20,U,GT3,T,4,2,services,at_home,home,other,1,0,yes,no,no,no,yes,yes,no,no,2,1,3,1,5,2,5,12,17,16
MS,F,18,R,LE3,A,1,4,other,health,reputation,father,1,3,yes,yes,yes,no,no,no,no,no,3,2,5,2,5,1,5,5,9,10
GP,F,18,U,GT3,A,4,3,health,other,home,other,1,2,no,no,yes,no,no,no,no,yes,3,4,1,5,4,4,3,2,15,8
GP,M,15,R,LE3,A,2,3,at_home,at_home,reputation,mother,3,0,no,no,yes,yes,yes,yes,yes,yes,1,4,1,4,1,1,11,5,20,13
MS,F,17,R,GT3,A,4,2,at_home,services,other,father,3,1,yes,yes,yes,yes,yes,no,yes,yes,2,2,4,4,3,4,29,2,12,9
MS,M,19,U,LE3,T,4,3,at_home,health,other,father,1,3,no,yes,no,yes,yes,yes,yes,no,1,3,5,4,5,1,17,12,19,13
MS,M,21,U,GT3,T,0,4,at_home,health,home,other,4,1,yes,no,yes,no,yes,yes,yes,no,5,5,5,1,5,2,9,12,11,10
MS,M,19,R,GT3,A,2,3,services,other,other,other,1,3,no,yes,no,yes,no,no,no,yes,3,2,4,4,2,5,2,12,3,4
GP,F,18,R,LE3,T,3,4,other,other,course,other,4,3,no,no,no,yes,yes,no,no,yes,4,4,5,1,4,1,2,0,7,8
MS,F,19,R,LE3,T,0,1,at_home,teacher,course,other,2,3,no,yes,no,yes,no,yes,yes,no,5,1,2,5,3,5,7,7,11,9
GP,F,15,R,LE3,A,3,4,teacher,teacher,home,father,3,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,2,5,1,21,4,18,9
MS,F,15,R,LE3,T,1,0,at_home,teacher,home,mother,3,0,no,no,yes,no,yes,no,yes,no,5,5,4,2,2,2,22,19,14,11
MS,M,18,U,GT3,A,3,0,other,other,reputation,mother,4,0,no,yes,no,no,yes,yes,yes,yes,1,4,1,1,1,5,24,16,15,8
MS,M,18,U,GT3,A,4,0,at_home,teacher,other,mother,1,3,no,no,no,yes,no,yes,yes,no,1,5,5,1,5,4,0,8,11,4
GP,M,21,R,LE3,T,3,2,services,teacher,reputation,mother,3,3,no,yes,no,yes,yes,no,no,no,3,2,2,5,2,1,17,12,19,11
MS,F,21,U,GT3,T,0,2,health,services,reputation,other,4,1,no,yes,no,yes,no,yes,no,yes,4,4,2,4,1,1,14,12,17,13
MS,M,20,U,LE3,A,0,2,health,teacher,course,father,2,2,no,yes,yes,no,no,yes,yes,yes,5,3,3,5,4,4,24,4,11,7
MS,F,18,U,LE3,A,3,4,other,health,course,father,2,0,no,no,no,yes,no,yes,yes,yes,2,3,2,2,1,2,20,13,15,8
MS,M,17,R,GT3,T,0,2,health,other,course,father,3,3,yes,no,yes,no,yes,yes,no,no,2,4,5,2,5,3,19,10,19,10
GP,F,19,U,GT3,A,0,1,health,at_home,course,other,1,1,no,yes,yes,no,no,yes,no,yes,3,4,5,4,3,1,16,13,10,9
MS,F,18,R,LE3,A,3,0,teacher,services,reputation,father,4,1,yes,no,yes,no,no,yes,no,yes,4,1,2,2,1,4,24,6,19,14
GP,M,16,U,LE3,A,2,4,other,other,course,other,3,1,no,no,yes,no,yes,no,yes,no,2,4,5,1,3,3,10,16,13,9
GP,M,20,R,LE3,T,2,0,other,other,other,father,2,0,yes,no,no,yes,yes,yes,no,no,3,1,5,2,3,1,12,3,1,2
GP,M,16,U,GT3,A,1,2,health,health,course,mother,1,0,yes,yes,yes,yes,no,no,yes,yes,3,1,1,3,1,5,24,9,12,7
GP,M,15,R,GT3,T,0,4,health,teacher,course,other,4,2,yes,no,no,no,no,no,yes,no,4,1,4,4,4,4,19,9,13,8
GP,F,21,R,GT3,A,3,3,health,health,course,father,3,1,no,yes,yes,yes,yes,no,no,yes,2,1,5,4,1,5,24,14,5,4
GP,M,19,U,GT3,T,0,1,services,teacher,home,mother,4,0,no,yes,no,no,no,no,no,no,2,2,5,4,2,2,9,19,11,12
MS,M,18,R,LE3,A,4,2,at_home,teacher,other,mother,1,1,no,yes,no,yes,no,no,no,no,2,3,3,3,3,3,12,11,6,5
GP,M,16,R,LE3,T,0,2,services,other,other,mother,1,3,no,yes,no,yes,no,no,yes,yes,1,1,4,5,5,4,16,8,3,3
GP,F,19,R,LE3,T,0,1,other,teacher,reputation,other,2,1,yes,yes,no,no,yes,no,no,yes,2,3,4,1,3,1,30,2,6,5
GP,F,15,R,LE3,T,2,1,teacher,services,reputation,other,1,2,no,no,no,no,no,no,no,yes,5,1,4,4,5,1,20,14,12,12
MS,M,21,R,LE3,A,3,3,at_home,services,course,father,3,0,no,no,yes,no,yes,yes,yes,no,1,3,2,2,2,3,0,11,10,6
MS,F,17,R,LE3,A,0,2,teacher,services,home,mother,4,3,no,yes,no,no,yes,no,no,yes,1,4,1,1,2,5,19,14,7,8
GP,M,20,R,GT3,A,2,2,other,other,reputation,father,1,0,no,no,yes,yes,yes,no,no,no,1,4,1,2,2,5,15,0,18,10
MS,F,19,R,GT3,T,1,0,other,health,reputation,father,1,3,no,no,no,no,no,no,yes,no,1,3,3,1,1,4,15,14,1,4
GP,F,19,U,LE3,A,2,4,teacher,at_home,course,mother,3,1,no,no,yes,yes,yes,yes,yes,yes,3,1,4,1,3,4,27,10,20,14
GP,F,17,U,LE3,T,2,4,teacher,teacher,course,father,4,1,no,no,yes,no,no,no,yes,no,5,2,4,2,5,5,20,4,17,9
MS,F,19,R,GT3,A,2,0,teacher,at_home,reputation,other,4,2,no,no,yes,yes,yes,yes,yes,no,4,3,5,2,2,4,29,6,20,11
GP,M,15,R,GT3,T,0,4,other,health,reputation,father,2,2,yes,no,no,no,no,no,yes,yes,2,5,2,1,2,5,26,11,9,5
MS,M,15,U,GT3,T,0,1,health,health,other,mother,2,3,yes,no,yes,yes,no,no,no,no,1,2,2,4,5,3,2,19,5,11
MS,M,17,U,GT3,T,1,4,teacher,other,home,other,4,2,no,yes,no,yes,no,yes,no,no,4,5,3,2,3,4,1,5,3,2
GP,F,20,U,LE3,A,4,4,at_home,services,other,other,3,2,no,yes,no,yes,yes,no,yes,yes,3,3,1,3,3,5,5,2,18,7
GP,M,18,R,LE3,A,4,0,other,services,reputation,father,3,2,no,yes,yes,no,no,yes,no,yes,4,1,4,3,5,4,10,9,13,7
MS,M,16,U,LE3,A,4,3,services,health,other,father,2,2,no,no,yes,no,no,yes,no,no,1,5,3,1,4,1,28,20,13,12
GP,M,18,R,LE3,T,1,4,services,other,other,other,1,1,yes,no,no,no,yes,no,yes,no,5,3,2,5,3,1,2,3,17,7
GP,F,19,R,LE3,T,4,4,at_home,other,reputation,father,3,2,yes,yes,no,no,yes,no,yes,no,4,2,2,1,5,2,25,12,16,10
GP,F,16,U,GT3,A,4,3,health,teacher,course,mother,1,1,no,no,no,yes,no,yes,yes,no,1,1,2,1,5,5,0,18,17,15
MS,F,17,R,LE3,A,2,0,teacher,services,reputation,father,3,1,yes,no,no,yes,yes,yes,no,yes,1,5,4,4,2,2,10,4,17,10
MS,M,17,R,GT3,A,0,3,other,health,course,father,4,0,yes,yes,no,yes,yes,no,yes,no,2,3,4,4,5,5,12,17,4,4
GP,M,20,R,LE3,T,0,0,teacher,at_home,reputation,other,2,1,no,yes,no,no,yes,no,no,no,2,1,4,5,1,4,4,0,8,5
MS,M,16,R,LE3,T,2,1,other,services,reputation,father,1,1,no,yes,yes,yes,no,no,no,no,5,1,5,5,2,5,17,20,0,6
MS,F,15,U,LE3,T,2,0,services,teacher,reputation,father,1,2,no,no,no,yes,yes,yes,no,no,2,4,1,5,2,1,14,20,3,9
